dialog_id,summary_piece,position_index
13828517,"Tom will take him to try yakitori at his favourite restaurant, Mikado.",2
13828517,Dad also wants to have a burger for lunch.,3
13828517,They might go for a 10k run on Sunday.,4
13828522,Ersin might leave early if he's unwell.,0
13828522,Ersin has been sick and hasn't heard about Rose's birthday party after work tonight.,1
13828522,The entire team is coming so Corin insists that he be there too.,2
13828547,"Last time Brenda and Jill met, Jill was dating John, Brenda's ex.",0
13828547,Jill has since broken up with John.,1
13828547,Jill and Brenda are going shopping on Saturday at 10 am at the mall.,2
13828554,It's Valentine's Day and Caroline didn't go to the gym.,0
13828556,"Mia is on the train, close to Stuttgart with 50 minutes of delay.",0
13828556,"Lucca, her baby is sleeping.",1
13828556,Mia visited her parents for Christmas.,2
13828556,They are 76 and 68.,3
13828556,Mia went with their parents tobogganing.,4
13828559,Willow will buy the tickets for Opener festival for her and Hannah.,0
13828559,The 1975 are going to play.,1
13828563,Noah is looking for a gift for his friend.,0
13828563,"His friend is interested in board games, so as Tom.",1
13828563,"Tom is 17, likes listening to music, chatting on Snapchat and playing computer games.",2
13828563,"Tom suggests Onitama or Patchwork, Jaipur or Hanamikoji.",3
13828571,Mack will speak to the landlord next week.,0
13828571,Hakim wants to go to the Italian restaurant with Mack.,1
13828596,Peter is selling his land to Mark.,0
13828596,Mark will pay 10% tomorrow.,1
13828596,Peter will complete the paperwork within a week.,2
13828596,The transaction will be concluded in 2 weeks.,3
13828596,They will meet tomorrow at Mark's lawyer's office.,4
13828596,Mark will send Peter the address.,5
13828597,Zoe is departing around 12 to be there at 3 pm.,0
13828597,Owen's suit is ready.,1
13828600,Ollie and Jane has a party.,0
13828600,Jane lost her calendar.,1
13828600,Ollie accidentally called Jane and talked about whisky.,2
13828600,He likes whiskey.,3
13828613,Nadya has a headache because her neighbours' cleaner is being loud.,0
13828613,Sean will have breakfast after he does yoga.,1
13828641,Bacallao is tired as he has been working on several reports on HIV and vaccine hesitancy.,0
13828644,Simon saw Trailer Park Boys on Netflix and thinks it's one of his favourite shows.,0
13828644,"Pete can get a subaccount on Netflix for 2,5 pounds from Simon's friend and he accepts it.",1
13828645,Peggie is sending Hettie birthday wishes.,0
13828645,Peggie's daughter gave birth to twins in March and her son moved to Derry.,1
13828645,She now has a baby.,2
13828645,"Hettie will be probably moving house soon in the area close to the Grampians, which is where she always wanted to live.",3
13828645,The phone is a better device than her laptop.,4
13828649,Josh and Sara can go to see the flat that Sara has found on Saturday at 3 pm to see it in the daylight.,0
13828671,"Sabrina got an e-mail today, with the offer to work as a form teacher starting September.",0
13828671,"Sabrina is hesitating whether to accept the job, as  she fears it can be too emotionally draining for her.",1
13828681,Maxwell pays Jeanice for 8 hours of babysitting and is grateful he found her.,0
13828681,Her instructor was really strict.,1
13828681,Jeanice hasn't noticed if he has acted strangely recently.,2
13828681,Maxwell and Jeanice can grab a coffe some time to discuss all the issues.,3
13828696,Edgar was flying a Lufthansa plane.,0
13828696,He enjoyed his flight but didn't like the food.,1
13828714,"Florence has bought a bag today, in a colour and style she always wanted.",0
13828714,Florence has just landed.,1
13828721,Joseph will pick up the package from the parcel shop in the evening or tomorrow morning.,0
13828721,"Having problems with his parcel delivery, Joseph consulted his case with customer support and the driver.",1
13828722,"Otto will meet Ana at Paddy's in 1 hour, to talk about Otto's problems with Kelly.",0
13828740,Cinthia advises her to be more relaxed and not to get discouraged by failures.,0
13828740,Tanya is worried about her new dream job and her boss's expectations.,1
13828740,He describes his expectations.,2
13828752,Tim accompanied John with looking for the apartment the other day.,0
13828752,"Following Alan's advice, John will negotiate the rent with flat owner.",1
13828752,The rent is 400 PLN a month.,2
13828752,John is going to talk to them.,3
13828752,John is happy to join and he might take someone too.,4
13828758,"With Michael's help, Mary managed to finish new york times puzzle.",0
13828767,Lucie watered the plants and got the mail of her father.,0
13828767,"There are two bills: from GP and RA Nunn, a lawyer.",1
13828767,There was chimney cleaning last week.,2
13828767,Ms Shottner organized the chimney sweep.,3
13828767,Papa wrote to her and she'll take over the errands.,4
13828768,There are heatwaves in Australia.,0
13828768,It's over 30 degrees where Resa stays.,1
13828768,He declined to look for medical help before.,2
13828768,She is going to watch some TV.,3
13828777,Ola is upset with him.,0
13828777,Ala wants to cheer Ola up.,1
13828777,Ola would like to go to the club.,2
13828786,Hannah will drop them off at Claire's on Friday after 5.,0
13828786,Hannah and Claire will also plan a girls trip in May.,1
13828786,Daniel and Hannah are going to Brighton for a romantic getaway this weekend.,2
13828786,Claire will take care of their kids.,3
13828786,Hannah has been busy at work in the last two months and she needs a break.,4
13828794,The resort is three hours away.,0
13828794,Harvey will drive and Carol will pay for gas and snacks.,1
13828794,He will be working all weekend.,2
13828794,Jon and Amanda might join them.,3
13828794,Nobody except Harvey has skied before.,4
13828794,Harvey and Carol are going skiing next Saturday because Harvey has to work this week.,5
13828794,He knows how to play hockey and skate too.,6
13828797,She won't be making dinner so Dean has to get something on his way home.,0
13828797,Poppy is not going to be home tonight but she won't reveal the reason to Dean.,1
13828816,"Hal is in Paris, the weather is windy and rainy.",0
13828816,"Sergio, his neighbor will open the house and switch on the heater.",1
13828816,The instructions are in the cellar.,2
13828816,Sergio didn't manage to switch on the boiler.,3
13828816,Hal's plumber will come the day after tomorrow at 7:30 am.,4
13828826,Bryan is Lucy's only son.,0
13828826,Lieutenant Wells called Bryan lots of times.,1
13828826,Bryan is going to Afghanistan.,2
13828826,The situation is stable there.,3
13828826,Bryan is visiting Lucy on Thursday with a cake.,4
13828838,Melanie doesn't have a cat even though she poses with one in her profile picture.,0
13828838,Billy has a sphynx Banshee that is very intelligent and mean at the same time.,1
13828853,Martha got accepted at university as part time student.,0
13828853,Flats are expensive and she doesn't have right to any accommodation program.,1
13828853,Jay will ask around if his friends have a spare room.,2
13828853,"They checked out one flat, which turned out to be decent, but the rent was too high.",3
13828861,Tina is going to buy the tickets.,0
13828861,Tina and Laura are going to leave on 14 Jan and be back on 20 Jan.,1
13828861,They are 30 both ways plus 10 for checked luggage for each flight.,2
13828891,"Pat thinks the third invitation is the best because the font is traditional, but the design and layout are modern.",0
13828895,Mathew is deleting his facebook account because it's too time consuming.,0
13828897,Donna and Klara will meet tomorrow for a coffee at 2 pm.,0
13828897,Klara wants to ask Donna about something personal.,1
13828900,Luke and Tom are reciting a song lyrics.,0
13828912,Karisa is undecided about what she wants to eat.,0
13828912,She chooses soup but the soup place is already closed.,1
13828912,Lenny will buy chips and salad instead.,2
13828914,"Adeline's boyfriend, Matt, doesn't want to move out of his mother's house and keeps finding excuses.",0
13828914,He's working on his PhD thesis and will defend it by the end of this academic year.,1
13828914,Adeline doesn't want to wait for him for 1.5 year.,2
13828914,He's not looking for a serious relationship right now.,3
13828914,She will be moving to a different city in March.,4
13828914,Naomi suggests he should move with her.,5
13828915,William and Sarah just moved to Merida after a long drive from Cancun.,0
13828915,William and Theresa have just moved to Merida.,1
13828915,They had problems finding their accommodation.,2
13828915,The area around the house and the house itself is nice.,3
13828915,William will invite Morah and others for a slide show when they are back.,4
13828916,"Amy and Jessica are planning a surprise birthday party for Julie, whose birthday is on Wednesday.",0
13828916,Amy agreed to join her.,1
13828916,John will assist with making the guest list.,2
13828946,"Kailey's husband of 7 years, Misch, will contact the man to get him to stop but Cristina and Kailey worry Misch might beat him up.",0
13828946,Kailey has a stalker.,1
13828947,Sarah is planning a party.,0
13828947,Adrian helps her with figuring out the food.,1
13828947,Adrian will look at catering options.,2
13828947,Glen and Marty are vegetarian.,3
13828947,Sarah will cover the decorations.,4
13828947,Sarah will take Danny from the kindergarten.,5
13828949,Catherine applied for an accounting position at Pandora.,0
13828949,Jake has been working there for 5 years.,1
13828949,This job offers a clear career path and benefits.,2
13828949,Jake got promoted twice with salary increase.,3
13828949,She got a promotion and a raise.,4
13828949,They should pay them extra for compensation.,5
13828949,Catherine will have an interview on Monday.,6
13828962,Alene forgot her swimming suit.,0
13828962,Alene will buy it there.,1
13828962,Jenson will be in the health resort in 5 minutes.,2
13828965,"Gerald will miss next Monday's meeting, he'll be 2 days at Pasteur Institut for a check-up.",0
13828965,The convocation arrived yesterday.,1
13828965,Gerald's been on a diet since last week.,2
13828965,Tony will have more tests.,3
13828965,Gerald is waiting for his blood test.,4
13828968,EA has cancelled its Star Wars game.,0
13828968,Kevin and Bert do not like EA and Disney.,1
13828973,Leah met a creepy guy last night at a poetry reading.,0
13828973,Leah had liked a post mentioning him 2 weeks earlier.,1
13828973,He knew she speaks German and named all the friends who went to a past event with her.,2
13828973,He is trying to keep it a secret for a while.,3
13828973,He googled her before.,4
13828989,Billy forgot his anniversary with Stephanie.,0
13828989,"They don't spend time together lately, because after the promotion Bill has a heavy workload.",1
13828991,Emma's moving to a new office in the next 2-3 weeks.,0
13828991,New location is closer to her house.,1
13828991,Sam is paid well in his job.,2
13828993,Lydia and Cathy have cats.,0
13828993,Lydia will finish packing soon.,1
13828993,They are arriving tomorrow at home at 7 pm.,2
13828993,Cathy watered the plants.,3
13828998,Elizabeth won't lend him her car.,0
13828998,Phillip met a girl.,1
13828998,"Before taking the final decision, she should check the car's CarFax report, the VIN, and make sure it has no flood damage.",2
13829005,Emmanuel baked a pear crumble cake.,0
13829005,He put too much sugar.,1
13829005,His boyfriend tries everything Emmanuel cooks.,2
13829007,"Tonette went to a psychiatrist, because she has some disorders and needs to be medicated.",0
13829007,She's going to her therapist next week.,1
13829007,She doesn't have money for the therapy now.,2
13829014,They're going to do something else instead.,0
13829015,Maria shares too much on Facebook which bothers Nicholas.,0
13829015,Now they are going to work on an art project and they hope Maria will join them.,1
13829015,Diane talked to her about that before.,2
13829015,Diane needs a new cleaner.,3
13829015,Nicholas is getting messages from their common friends that laugh at her and gossip.,4
13829015,Diane suggests not to make a big deal out of it.,5
13829015,Diane will talk to her again over a coffee.,6
13829020,Nat will meet Alex and others today at 6:30 p.m. to talk about renting a room in their flat.,0
13829030,Jacob will see Daniel next week to check out his new motorbike.,0
13829041,"Tom will come over to Leandra's place, as he lost his keys and it's cold outside.",0
13829043,Alice left a tablet on the plane after she landed in London.,0
13829043,Naomi is going to do some yoga and eat lunch.,1
13829057,Ryan will be there for 9 more hours.,0
13829057,Ryan and Oliver are going to meet at 9pm.,1
13829061,Jane works on a sofa.,0
13829061,Mary wants Jane to help her with redecorating her living room.,1
13829068,Anna forgot to take the cat to the vet.,0
13829071,Ella and Matty are both busy with the workload at university.,0
13829071,Matty is into geography and politics.,1
13829071,Ella is studying biology and enjoys it very much.,2
13829078,"Caroline usually does not eat shrimps, but she decided to eat it this time, and she enjoys her meal.",0
13829083,Kate had a fight with Chris about refugees.,0
13829083,They almost didn't talk and he was with someone.,1
13829083,Kate and Mary do not share this opinion.,2
13829083,They are having second thoughts about their friendship.,3
13829092,Christine would like to volunteer at the food bank where Donna volunteer.,0
13829095,He got drunk while Pete was left with him.,0
13829095,Emilia is disappointed with Darren's behavior.,1
13829098,Karen will get mortgage to buy an apartment.,0
13829098,Kate is looking for a job.,1
13829121,Mia got her Facebook account back to sell her bed on one of Facebook groups.,0
13829144,Maddy went to the Black Inn with Jane.,0
13829144,Jane is pregnant.,1
13829144,The father is her abusive ex.,2
13829144,Maddy's trying to change her mind.,3
13829144,She's considering an abortion.,4
13829144,"Jane has always been very independent, so John doubts she'll change her mind.",5
13829157,Megan forgot about grandma's invitation for dinner tonight.,0
13829157,"Eventually, Megan and Harry will go.",1
13829160,Amanda's iPhone is no longer charging.,0
13829160,"She tried with her sister's charger, but it didn't help.",1
13829160,It might be the cable or the charging port.,2
13829160,She'll get a cheap replacement cable to check it.,3
13829160,The device has a warranty and will probably be fixed.,4
13829170,Brain will visit Fred in 2 weeks.,0
13829170,The kids will stay with his mother-in-law.,1
13829182,Ana has a headache.,0
13829182,She is anxious about a stranger passenger.,1
13829182,She discusses transport options with Mom.,2
13829187,Nancy is looking for an idea for a wedding gift for Michel and Josie.,0
13829188,Paul and Bert do not want Jess to leave their team.,0
13829188,They want to find a solution to keep all favorite players together.,1
13829188,Paul is excited and will look into details for the whole group.,2
13829188,The task was assigned to Paul.,3
13829200,Will is going to have his hip operation soon.,0
13829200,It's a pretty safe part of Mexico.,1
13829200,They want to go there by minibus.,2
13829200,"It's a standard procedure, so it should go without complications.",3
13829200,Christmas is approaching.,4
13829205,Allyn and Pricilla are going to the OneTwoFree and Monkey Inc. bars and then the Harem club tonight.,0
13829208,Enzo is meeting Dad next weekend.,0
13829208,Enzo knows some good places.,1
13829208,They will go to a football match and for lunch: burger or kebab.,2
13829208,He would like to get his PS4.,3
13829220,Monica was thinking about vacation.,0
13829220,Monica gives him ideas for stuff to do.,1
13829220,She proposed a photo safari in Africa.,2
13829220,Floyd agreed to go with Monica.,3
13829220,She booked two weeks in Tanzania in July.,4
13829222,James's mum needs attention.,0
13829222,James is comforting her.,1
13829222,Someone robbed James and May's place.,2
13829222,"They stole the TV, kitchen equipment and a laptop.",3
13829222,The TV and the computer were stolen.,4
13829222,"The dogs didn't alarm James, because they were sleeping in the bedroom.",5
13829225,Fiona met Lisa in Portugal.,0
13829225,"They had fun, dancing on a bar and kissing some guys.",1
13829225,They were partying all weekend.,2
13829225,They boarded the wrong plane and ended up in Spain because of fatigue.,3
13829227,Walter and Wendy spent a weekend together.,0
13829243,Dylan watched a few OWL matches.,0
13829243,"He's not impressed, because the production value dropped.",1
13829243,Evan wants to catch a few streams this weekend.,2
13829243,There are 4 matches each day.,3
13829243,The viewership fluctuates around 200000 people on Twitch.,4
13829247,Pietro and Annie watched Juventus match yesterday.,0
13829247,Pietro fooled Mike into believing he broke up with Annie.,1
13829251,Abigail and Susan are going to the Martin's wedding.,0
13829251,The suitable trains are at 7:30 and 9:45.,1
13829251,They would like to stay for Sunday lunch.,2
13829251,Abigail took care of travelling and accommodation.,3
13829256,John's parents finally let him have a dog.,0
13829256,John prefers to adopt one.,1
13829261,Robert tells Julia not to meet Greg.,0
13829261,Richard fell asleep on the sofa during the dinner.,1
13829261,Greg cheated on Julia.,2
13829267,"He did kayaking, camping, sailing and cycling.",0
13829267,They like their accommodation and they enjoy their sightseeing in the capital of Yukatan.,1
13829310,"They work with the fashion industry, so it's interesting for Claire.",0
13829310,Claire got a job offer for a Paid social manager.,1
13829310,"However, it's in Swansea.",2
13829310,She's also getting many offers from Ireland.,3
13829310,Long's degree is expensive but has little practical value.,4
13829326,Antoine's home is completely destroyed after last night.,0
13829326,He can watch what happened there on the Youtube video.,1
13829330,Kitty and Victoria write fanfiction.,0
13829330,Victoria is working with her friend on a Harry Potter story set in 1970s.,1
13829330,She'll co-write something with Kitty after her exams.,2
13829338,Maggie has 2 days off on Monday and Tuesday.,0
13829338,She will help Maggie in choosing a wedding gown.,1
13829341,"Jim, Tim and other guys were in the all-you-can-eat restaurant.",0
13829341,They ate too much and they don't feel well after that.,1
13829343,Ross and Justine will buy a season pass to the ice rink at the National Stadium.,0
13829344,Anna had a date with Jim last night.,0
13829344,They got to know each other at the gym.,1
13829345,Jordyn advises Kendrick how to do teamwork during an English lesson.,0
13829345,They have 4 songs so far.,1
13829346,Liliana has a new job.,0
13829346,She likes her boss.,1
13829346,She will be late at work.,2
13829346,Her boss and his wife are going to be there.,3
13829346,She will work in a small office of 3 or 4 people.,4
13829346,It's because of her interests and lifestyle.,5
13829346,She wants to read the book now.,6
13829346,There is one girl that Liliana can't talk with.,7
13829355,Alex has just received Rich's letter.,0
13829355,He wants to meet at the same restaurant and get his money in cash.,1
13829361,They're going to see a new European movie called The Man that Jack Built.,0
13829361,Dave is going to pick up Eric at 6 pm.,1
13829373,Kristel wants to book tickets for 30 children for the show on Friday.,0
13829373,Jake answers Kristel's questions.,1
13829373,Kristel asks questions about the booking on the website and cinema rules.,2
13829387,Vicki's friend is looking for a freelance journalist.,0
13829387,Terry will email Louise to know more about conditions of employment.,1
13829387,Terry and Vicki will meet at the Italian place at 1 pm tomorrow.,2
13829409,Liam is impressed by the Bandersnatch movie.,0
13829409,Liam likes it.,1
13829409,Keira and Liam agree that the games in which one can influence a story with their decisions would be useful in school education.,2
13829423,Carla's date for graduation is on June 4th.,0
13829423,"He will also be travelling to Spain mid-May, and graduating mid-June.",1
13829423,Diego will try to come then.,2
13829423,They will stay at their friend's.,3
13829424,Pinkie worries that Nellie is obsessed with meditation.,0
13829424,Nellie is interested in that so she meditates also at home and she takes part in special events.,1
13829424,Nellie attends meditation classes 3 times a week.,2
13829429,Nick and Max miss the old days when they were going to the games together.,0
13829434,Magic told the reporters that he was contacted by Simmons for potential mentoring next summer.,0
13829434,"Since Philly's General Manager didn't allow it, NBA is investigating the issue now.",1
13829456,Aaron will give two lectures during the conference about relations at school at the Sesame Street.,0
13829456,Claire will participate in mindfulness workshop.,1
13829464-1,Lora was busy at work recently.,0
13829464-1,She'll starts in 2-3 months when she gets a raise at work.,1
13829464-1,Lora will pick Michelle up in the morning.,2
13829464-1,Lora and Michelle will go shopping together on Saturday.,3
13829477,Selma's mum is sleeping on the train.,0
13829477,Barbabas is at the railway station.,1
13829477,He will be 20 minutes late.,2
13829477,He flew to Cancun in an uncomfortable airbus.,3
13829477,Andy will switch the heating on.,4
13829477,Barbabas will call Selma when he gets home.,5
13829483,Ashley needs to write something and then go to the uni for a while.,0
13829483,Ashley found out about it yesterday.,1
13829483,The family doesn't have any problem with that.,2
13829492,The trip is in 6 days.,0
13829492,"Retha was supposed to organize a trip for the student research club, but she got sick and didn't do it.",1
13829492,Traveling by bus takes a lot longer.,2
13829492,"Retha has a list of attractions, that Paul can use.",3
13829494,April is interested in the kind of mattress that Matt has.,0
13829494,April didn't sleep well tonight.,1
13829494,"When April was there, she slept very well.",2
13829494,"Matt wanted to buy a cheap and hard mattress, but bought an expensive and soft one instead after trying it out.",3
13829494,April may look for a mattress tomorrow.,4
13829497,There was a one-point difference between Vikki and the girl immediately behind her in the score.,0
13829497,A young man rescued her from the situation.,1
13829497,Vikki received vouchers and books as a prize.,2
13829497,Leonor will leave food for Vikki to microwave.,3
13829497,Vikki won a competition.,4
13829502,Oscar is frustrated with his job.,0
13829502,Other offers don't appeal to Oscar.,1
13829502,Elliott suggested taking time off.,2
13829510,Chris and Jane will come over to Maggie to celebrate New Year’s Eve.,0
13829518,Ladies from Ann's book discussion club want to meet Robert.,0
13829525,Dylan and Tyler will go to a pub and watch a football match tomorrow.,0
13829528,Paul hasn't received a new visa yet.,0
13829528,Paul and Ana are going to Mexico in two weeks.,1
13829528,Ana will call everyone later.,2
13829532,Linda hasn't checked the new schedule.,0
13829532,Oscar will take the shift for her.,1
13829532,She's still in Las Vegas.,2
13829535,Joanna is having a video conference with her.,0
13829535,She's over thirty.,1
13829535,Joanna and Monica find her behavior funny.,2
13829543,Rob and Bob are watching the game.,0
13829543,They're enjoying it a lot.,1
13829543,They will be watching games all day and have other friends come over too.,2
13829543,Bob will run some errands on the weekend.,3
13829543,Jim's birthday is next Wednesday.,4
13829543,Bob suggests to meet at the Barrel at 6 ish.,5
13829543,Bob will see Rob on the weekend.,6
13829543,Bob wants to meet on Saturday.,7
13829543,He would love to meet them.,8
13829543,She found indentical sweater on the internet and she wants to give it to Bob in person.,9
13829551,Xavier and Peter have at least 3 scenarios to choose from.,0
13829551,Xavier wants to try the berserker.,1
13829551,Xavier needs to retire his current character first.,2
13829569,Kaylin has set her alarm for tomorrow.,0
13829589-1,Carol and Mark are in Cuba.,0
13829589-1,Carol is not fond of her stay because of the noise.,1
13829589-1,Mark will have an operation on the 23rd.,2
13829594,Sarah is working outside London today.,0
13829594,Ariana has low blood pressure due to the bad weather and she's going to take a nap.,1
13829612,Adam is moving to a bigger apartment this weekend.,0
13829612,He wants Todd to borrow a car and help him move.,1
13829625-1,Hannah is in Lisbon.,0
13829625-1,He stayed in a hotel in the centre while in Lisbon.,1
13829625-1,Hannah is in Cascais.,2
13829625-1,She and Mike ate breakfast in a bakery.,3
13829625-1,Terry will get the address of a restaurant he ate at for Hannah.,4
13829628,Sarah was at a yoga class today.,0
13829628,The new instructor's exercises were easy for Sarah.,1
13829628,Nina and Sarah will go to yoga together on Mondays at 6 PM and on Thursdays at 7.,2
13829628,"Nina should take comfortable clothes, water and a towel for her first class.",3
13829634,Holly and Ute watched the latest episode of You Can Dance.,0
13829634,Jordan was kicked off.,1
13829634,Holly has been there once before.,2
13829634,Holly and Ute will meet on Friday to drink wine and watch TV shows.,3
13829634,"On Friday, they will drink wine and watch Netflix.",4
13829642,Martin tries to calm her down.,0
13829642,"Anna enjoys driving a motor bike, but is also scared and considers it difficult.",1
13829642,Anna is learning how to drive a motor bike at a school recommended by Martin.,2
13829642,Martin will assist her.,3
13829654,Gemma doesn't like the fact that Kate's office room is messy.,0
13829654,She thinks her manager is werid as she sits in a room with no light.,1
13829654,Jane is Kate's sister.,2
13829658,Keith broke up with Hayley.,0
13829681,Lisa has been on two dates recently with different guys.,0
13829681,They are both looking for a partner.,1
13829681,"She is not keen on popular ways of finding the next partner, neither going to parties, clubs nor on blind dates.",2
13829698,The weather is supposed to be good that day.,0
13829698,Kate is looking into organising a trip in the weekend of the bachelor's party.,1
13829704,Suzie is upset about her cats ruining her new couch.,0
13829710,Cindy has made arrangements for today's meeting at 2 pm in the conference room.,0
13829714,"They will meet on Monday, 18th at 8 p.m. to distribute the work.",0
13829714,They are meeting at 8 o'clock.,1
13829714,Today they're going to meet at 8 pm.,2
13829714,He also confirms the dinner and drinks are paid for by the company.,3
13829714,Glen informs Ellen of the location and time for the morning briefing.,4
13829718,Angela and Sean are discussing what could be the reason Frank seemed unhappy coming out of the boss's office.,0
13829732-1,"Luke and Henry are unhappy about people being on a crusade against the anime, this time the Rise of the Shield Hero.",0
13829737,Andrew hasn't read any books about writing.,0
13829737,"Joe recommends Stephen King's ""On Writing"".",1
13829737,Joe is trying to spend 2 hours every day reading and writing.,2
13829737,Joe has just sent his first fantasy book for self-publishing.,3
13829742,Doris will meet Terry at 7 for a couple of beers to celebrate she passed her exam.,0
13829778,Tony would like to buy a new game and asks for Francis's opinion on Architects of the West Kingdom.,0
13829778,Francis is not keen and recommends Tony to try it before he buys it.,1
13829778,"He met Tony, whose effort test was bad.",2
13829803,Melanie's cats are doing fine.,0
13829803,Kate is doing well with the invitations.,1
13829804,Melissa had the opposite impression and wonders if they should tell Laura.,0
13829804,Wesley does not like Laura's new boyfriend.,1
13829804,Wesley feels she will be fine.,2
13829805,She needs it soon and Noah will make a complaint if it hasn't arrived in the next few days.,0
13829805,Abigail is expecting a letter from Noah but the post is taking very long to deliver.,1
13829811,Linda borrows Mel's car to get to work as hers is in the garage.,0
13829818,Logan is flying out to Paris on Saturday to visit his sister.,0
13829818,Logan will bring Holly back a souvenir.,1
13829819,Pabulo fixed Katherine's issue with Skype.,0
13829828,Elisabeth finds Kathleen's behaviour difficult to organise something for.,0
13829828,Kathleen does not agree with the suggestions Elisabeth does for the trip.,1
13829828,She threatens to show Kathleens messages to the coordinators.,2
13829840,Moira is in Havana and is taking photos of art deco style buildings.,0
13829840,"She has found some are in a bad condition, especially in the suburbs.",1
13829840,Barbie suggests she collates the pictures in a portfolio and sends it to the Architectural Review.,2
13829863,Bubbles in not very impressed with her cousin's new boyfriend.,0
13829873,"They will then go to the cinema to see ""Aquaman"" at 8:30 PM.",0
13829873,Tom has read the Harry Potter books twice.,1
13829873,He was 25 when he started the first book.,2
13829873,Everyone buys their own tickets.The concert starts at 7:30 and they will meet outside at 7.,3
13829873,Tom and Jim will meet at 7:30 at the new burger place.,4
13829873,Tom has a dentist appointment at 6 on Saturday.,5
13829884,Cindy was taking minutes at the staff meeting last week.,0
13829884,Mike texts Cindy's number to Bill.,1
13829884,Bill describes route he took.,2
13829884,"Bill might have to prepare a report for the next meeting, but is not sure as he lost his notes.",3
13829884,Bill will contact Cindy.,4
13829884,Bill lost his roster and doesn't have Cindy's number.,5
13829889,September has just finished a yoga session.,0
13829889,Saga will fix the hem on a pair of jeans today for a customer at Karin's shop and will be paid for it.,1
13829889,Saga helps Karin at the shop.,2
13829889,Saga likes stitching and is good at it.,3
13829889,September considers Saga a good photographer.,4
13829895,Stacy is Angelica's maid of honor.,0
13829895,"They go through the to-do list again: List of songs for the DJ, flower arrangements and Angelica's bouquet, etc.",1
13829895,Make-up and hair artists will be at Angelica's at 10 am to prepare Angelica and Stacy.,2
13829899,Ben won't go with Catherine to visit uncle Steve.,0
13829899,He will visit her and the boys.,1
13829925,Hannah saw a picture of Max fucking Lilly at Stevens.,0
13829925,Hannah has been trying to call Max for about an hour.,1
13829925,Max will be at her home in 20 minutes and they will talk.,2
13829934,Victor and Stephanie will see Captain Marvel together when it comes out.,0
13829942,"Denise is moving to the new apartment, which will be closer to the uni.",0
13829942,"Denise has her last class at 6, so her mum will call her on Skype at 8.30.",1
13829942,"Jess broke up with her boyfriend and she wants to move to Warsaw, so Denise won't be able to pay the rent alone.",2
13829943,"Afterwards, Kelly wandered around and met some people from school.",0
13829952,Austin is sending Charlie funny stories from the internet.,0
13829969,Brittney will go to the party on Friday with Alvin.,0
13829969,Alvin will take care of Brittney's kids tomorrow afternoon.,1
13829977,Allan managed to get half a bucket of paint for Frank.,0
13829977,He will get more in the afternoon.,1
13829977,Allan's car broke down this morning.,2
13829977,Frank won't lend him the car but he'll pay for the taxi.,3
13830011,Beatrix's dog is running everywhere and Catriona cooked this today.,0
13830016,He is trying to flirt.,0
13830016,Lindsay and Ronnie are going dancing this Saturday at Kozidrak's party in Cocoon.,1
13830041,Jake and Alyson need to have their door fixed.,0
13830043,Steve will order the second display.,0
13830043,He needs to make sure he can connect his card to it.,1
13830043,Bill will have an MRI scan soon.,2
13830050,Matt and Nina just come back from a trip to Budapest in Hungary.,0
13830050,They left on Tuesday and came back on Friday.,1
13830062,"Carol and Will are now in Mexico, precisely in Yucatan.",0
13830062,They will walk by the seashore.,1
13830073,Pierce will send Gabriella his notes from today's meeting.,0
13830073,Gabriella is confused as to the client's website proposal themes.,1
13830073,He has some meetings and hopes he won't have to talk too much in them.,2
13830073,The next meeting is in 2 days.,3
13830073,The group will talk about it on Friday.,4
13830075,Takako has caught a cold.,0
13830075,Don is appreciative.,1
13830086,They met online.,0
13830086,Maggie has been dating Kyle for 3 months.,1
13830086,Maggie will come to Jessica's and John's place to introduce them to Kyle.,2
13830099,Isiah can't go to the game tomorrow because Melanie is sick and Rachel has two other kids to take care of.,0
13830099,He's going to ask Karl to use Isiah's ticket.,1
13830099,Antonio doesn't want to go to the game alone.,2
13830104,Patsy and Tonia are going to party tonight and get drunk.,0
13830114,Hilary sold the business to Chris and she is letting the house to a firm employing short-term workers.,0
13830114,Hilary's boutique brings profits for her and Pater to live on.,1
13830114,Muriel was in Buxton last summer and saw Hilary's boutique.,2
13830114,Muriel and Hilary haven't had contact for a few years.,3
13830114,"However, she is not sure if she is going to call him.",4
13830126,Christian is back from his trip.,0
13830126,"Steve got up early today and, took kids to school at 7 and finished his own classes at 11.",1
13830126,Christian will finish a meeting and will call Steve.,2
13830134,A new restaurant opened down the street.,0
13830134,It serves everything: pizza and kebab and some Thai and Chinese.,1
13830134,"Jessica and Mary went there last week, but the food was not good.",2
13830134,"He is not a great fan of Italian cuisine, but Jessica loves it.",3
13830134,Robert nearly invited Gemma to a date there.,4
13830139,Brad and Damian don't have any New Year's resolutions.,0
13862204,Jay doesn't know what to buy Mia for present.,0
13862204,Michelle suggested him a piece of jewellery.,1
13862204,Jay will buy a brooch.,2
13862230,Fredrik needs to fill out the annual documents for income tax but he doesn't know how to do it on his own.,0
13862230,"He will ask Henry for help again, as he's coming over for the weekend.",1
13862237,Bianca suffers from muscle and joint sore.,0
13862272,Lewis came back from his ski trip thrilled.,0
13862272,Tracy is going to visit them on Saturday.,1
13862272,They will go next week.,2
13862272,Tracy will book a table for tonight at 9 pm.,3
13862272,Tracy wants to go with him.,4
